ParticipantID	Rank	Country	ProblemA_id	ProblemA_memory	ProblemA_time	ProblemA_language	ProblemB_id	ProblemB_memory	ProblemB_time	ProblemB_language	ProblemC_id	ProblemC_memory	ProblemC_time	ProblemC_language
28932783	95	Iran	62465420	1576	31	GNU C++17	62469313	12	31	GNU C++17	62475957	12	46	GNU C++17	62481170	54984	233	GNU C++17	62490333	7304	264	GNU C++17	NO	-	-	-	-	-	-	-
28933040	96	Россия	62464248	12	31	GNU C++17	62469811	16	31	GNU C++17	62474670	8	31	GNU C++17	62481899	7824	202	GNU C++17	62492386	4152	108	GNU C++17	-	-	-	-	-	-	-	-
28910354	97	Hong Kong	62465377	12	31	GNU C++17	62469495	12	31	GNU C++17	62477113	12	31	GNU C++17	62484690	11908	904	GNU C++17	62488833	800	202	GNU C++17	-	-	-	-	-	-	-	-
28924035	98	Japan	62464778	12	31	GNU C++14	62469082	16	31	GNU C++14	62474760	12	46	GNU C++14	62483094	20932	217	GNU C++14	62492726	796	577	GNU C++14	-	-	-	-	-	-	-	-
28935709	99	Canada	62464380	16	31	GNU C++17	62469444	16	31	GNU C++17	NO	-	-	-	62483333	4888	202	GNU C++17	62499761	5716	109	GNU C++17	62493086	1436	31	GNU C++17	-	-	-	-
28935979	99	China	62464986	12	31	GNU C++11	62472990	12	31	GNU C++11	62481227	16	140	Python 3	62484544	17620	171	GNU C++11	62488075	1972	62	GNU C++11	-	-	-	-	-	-	-	-
28933276	101	-	62464302	12	46	GNU C++17	62470852	24	46	GNU C++17	NO	-	-	-	62486450	10732	935	GNU C++17	62492168	796	234	GNU C++17	62499302	1292	62	GNU C++17	-	-	-	-
28903192	102	-	62464061	800	31	GNU C++11	62469029	792	31	GNU C++11	NO	-	-	-	62484279	13852	405	GNU C++11	62489801	1580	93	GNU C++11	62500162	5216	77	GNU C++11	-	-	-	-
28893200	103	Syria	62466053	404	46	GNU C++17	62468332	500	31	GNU C++17	-	-	-	-	62485371	39880	576	GNU C++17	62490841	2368	156	GNU C++17	62498050	2040	46	GNU C++17	-	-	-	-
28904796	104	-	62463915	16	46	GNU C++17	62468296	16	46	GNU C++17	62475309	112	31	GNU C++17	62480492	8896	202	GNU C++17	NO	-	-	-	62497202	3248	46	GNU C++17	-	-	-	-
28925559	105	-	62464583	12	31	GNU C++11	62471849	16	31	GNU C++11	62478052	12	31	GNU C++11	62483548	8600	140	GNU C++11	62488033	400	46	GNU C++11	NO	-	-	-	-	-	-	-
28899502	106	Moldova	62465253	12	30	GNU C++14	62470039	16	31	GNU C++14	62484872	16	249	GNU C++14	62493610	31864	217	GNU C++14	62480076	2364	77	GNU C++14	-	-	-	-	-	-	-	-
28934904	107	Индия	62464449	12	46	GNU C++17	62469864	12	46	GNU C++17	62475492	96	31	GNU C++17	62484162	10952	265	GNU C++17	62492283	784	62	GNU C++17	-	-	-	-	-	-	-	-
28935554	108	Japan	62464182	12	31	GNU C++14	62470320	12	46	GNU C++14	62474827	16	31	GNU C++14	62482051	9172	311	GNU C++14	62493128	792	217	GNU C++14	-	-	-	-	-	-	-	-
28911556	108	Россия	62464199	16	46	GNU C++17	62469204	16	31	GNU C++17	NO	-	-	-	62487510	11124	202	GNU C++17	62490638	3328	93	GNU C++17	62499035	8236	62	GNU C++17	-	-	-	-
28912189	110	Индия	62464247	12	46	GNU C++17	62468992	16	30	GNU C++17	62473710	8	31	GNU C++17	62484503	24100	295	GNU C++17	62491104	3148	233	GNU C++17	NO	-	-	-	-	-	-	-
28912821	111	Россия	62464054	12	31	GNU C++17	62467710	12	31	GNU C++17	62477431	8	46	GNU C++17	62484079	24480	280	GNU C++17	62490063	2684	62	GNU C++17	NO	-	-	-	-	-	-	-
28932347	112	China	62464319	0	31	GNU C++11	62468660	0	46	GNU C++11	NO	-	-	-	62488325	54808	1014	GNU C++11	62492076	404	249	GNU C++11	62501793	4528	62	GNU C++11	-	-	-	-
28902867	113	Belarus	62464201	8	46	GNU C++17	62470971	168	31	GNU C++17	62475414	3248	46	GNU C++17	62484126	5392	217	GNU C++17	62490873	796	62	GNU C++17	-	-	-	-	-	-	-	-
28933788	114	Poland	62463584	8	31	GNU C++14	62466993	5892	46	GNU C++14	62478494	16	46	GNU C++14	62484509	9880	202	GNU C++14	62491155	5184	171	GNU C++14	-	-	-	-	-	-	-	-
28910025	115	Syria	62465229	12	31	GNU C++11	62469723	16	31	GNU C++11	62476865	12	46	GNU C++11	62484213	14888	217	GNU C++11	62494811	3188	93	GNU C++11	NO	-	-	-	-	-	-	-
28901327	116	Россия	62463618	16	31	GNU C++17	62466043	16	31	GNU C++17	62478195	20	46	GNU C++17	62482764	15656	295	GNU C++17	62491368	10428	124	GNU C++17	NO	-	-	-	-	-	-	-
28931713	117	Vietnam	62463857	0	46	GNU C++17	62471330	0	31	GNU C++17	62478227	88	31	GNU C++17	62492934	15028	202	GNU C++17	62486346	3316	109	GNU C++17	NO	-	-	-	-	-	-	-
28928872	118	China	62467273	12	46	GNU C++11	62470418	12	31	GNU C++11	62484534	16	31	GNU C++11	62482684	19304	405	GNU C++11	-	-	-	-	-	-	-	-	62494042	66548	982	GNU C++11
28896905	119	-	62465508	12	46	GNU C++14	62472711	504	46	GNU C++14	62476313	12	46	GNU C++14	62484704	28332	249	GNU C++14	62489779	1584	280	GNU C++14	-	-	-	-	-	-	-	-
28930148	120	China	62464096	12	31	GNU C++17	62469703	8	31	GNU C++17	62494648	12	31	GNU C++17	62478993	54616	295	GNU C++17	62485322	11980	217	GNU C++17	NO	-	-	-	-	-	-	-
28897198	121	-	62465800	12	31	GNU C++11	62470026	8	46	GNU C++11	NO	-	-	-	-	-	-	-	62481281	796	249	GNU C++11	NO	-	-	-	62487594	7840	982	GNU C++11
28898316	122	Svalbard and Jan Mayen	62463749	16	31	GNU C++11	62468536	4412	31	GNU C++11	62475397	16	31	GNU C++11	62484424	44648	109	GNU C++11	62490978	1964	46	GNU C++11	-	-	-	-	-	-	-	-
28931153	123	-	62463650	12	31	GNU C++17	62466752	16	46	GNU C++17	62478784	24	124	Python 3	62484612	28760	264	GNU C++17	62489225	2360	93	GNU C++17	NO	-	-	-	-	-	-	-
28931082	124	Россия	62464391	12	31	MS C++ 2017	62468005	12	46	MS C++ 2017	62476818	16	31	MS C++ 2017	62483551	14548	608	MS C++ 2017	62488547	800	140	MS C++ 2017	NO	-	-	-	-	-	-	-
28928456	125	Belarus	62463793	12	31	GNU C++14	62470942	12	46	GNU C++14	62473637	16	31	GNU C++14	62482155	17540	217	GNU C++14	62497712	8516	78	GNU C++14	-	-	-	-	-	-	-	-
