A_name,B_name,A_vec,B_vec
28898759_62463652,28898759_62473354,"[-6.39331937e-01  3.38079125e-01  2.52415448e-01  1.41441226e-01
 -9.74950790e-02  9.46936831e-02  3.79799575e-01  2.50903010e-01
  2.61865407e-02  7.84944817e-02 -6.20163828e-02 -2.19253331e-01
  3.45155102e-04 -2.12138131e-01  3.60149026e-01  6.99578300e-02
  3.09367865e-01 -9.51139703e-02  1.64235651e-01  1.03025623e-01
 -2.00113297e-01  1.56904444e-01  6.27314687e-01 -1.55319154e-01
 -5.20169362e-02  1.69553727e-01 -8.42158869e-02  3.45349014e-02
  2.17216909e-01 -1.92435339e-01  4.69890505e-01  3.26540858e-01
 -1.64545208e-01 -2.54997224e-01 -2.17517614e-01 -2.45886538e-02
 -1.70433015e-01 -1.84501693e-01 -7.63305370e-03 -7.80940801e-02
 -2.22504541e-01 -3.47752899e-01  2.28526741e-01  2.19818100e-01
 -4.36943352e-01  1.81949958e-01  2.82908808e-02 -4.94289100e-02
 -2.49620676e-01 -3.26912016e-01  2.28365913e-01  2.78804842e-02
  8.65099207e-02  2.02094406e-01  8.03396031e-02  2.10913032e-01
  1.38523534e-01  5.23519106e-02  1.05880886e-01  2.28560437e-02
  2.11274456e-02  3.84441651e-02 -6.76366985e-02  3.40077400e-01
  3.57325763e-01  5.56486808e-02 -5.13551652e-01 -5.20157330e-02
  1.09927587e-01  2.71880597e-01  9.42813084e-02  3.69288206e-01
 -3.20172399e-01 -2.11241245e-02  2.11064786e-01  3.49498242e-01
  1.20903086e-02 -1.80612177e-01  1.21025955e-02 -1.84388921e-01
  3.71066891e-02  5.02823144e-02  5.68905436e-02  3.41907650e-01
 -2.73500592e-01 -2.84274906e-01  2.51565278e-01 -1.17981642e-01
  1.23353593e-01  2.06309319e-01 -1.82560440e-02  3.73524845e-01
 -1.99182317e-01 -1.35232151e-01 -7.34461024e-02  1.05566293e-01
 -3.39290649e-02  3.48759472e-01 -6.88437521e-01  4.25614506e-01]","[-0.37451497  0.04828275  0.20784998  0.19519359 -0.18515843  0.3371418
  0.590488    0.27875626  0.04679265  0.33687282 -0.17939173 -0.13746585
 -0.236876    0.02269874  0.4219182   0.08943063  0.57490927 -0.07423534
  0.1674256   0.11460726 -0.03486819  0.1310958   0.43069622 -0.04115814
 -0.07634512  0.34017694 -0.5445911  -0.09746533  0.36893982 -0.31044775
  0.11357127  0.2379136  -0.23941883 -0.20265287 -0.22228637 -0.06379888
 -0.18527888 -0.16125351 -0.03953188 -0.18818389 -0.17213675 -0.06485392
  0.10636917  0.1934719  -0.3261551   0.21482696 -0.04714846 -0.12340816
 -0.29609105 -0.42585516  0.1204656  -0.13503435  0.30456293  0.19264607
  0.27169743  0.15192445  0.14695671  0.04286419 -0.10026738 -0.12061145
  0.08199722 -0.21404065 -0.215235    0.25835857  0.5803265   0.17198281
 -0.32798177 -0.03657626  0.1349781   0.12050518  0.1417142   0.2763723
 -0.04029526 -0.06089956  0.06743714  0.07169601  0.16847868 -0.01951968
 -0.02063457 -0.09164183  0.14103559 -0.24505366  0.49744767  0.24139164
 -0.33767352 -0.44841176  0.16851285 -0.00796032  0.14236483 -0.06217975
  0.0667082   0.10865939 -0.18027316  0.05417628  0.08802544  0.04721365
 -0.2387924   0.04728574 -0.5376696   0.2474985 ]"
28893586_62465890,28893586_62470268,"[-0.4846935   0.05458    -0.18143964  0.46474144 -0.00437446  0.14260341
  0.17018986 -0.25531733 -0.11646955 -0.08246851 -0.25386962 -0.2402602
  0.19566365 -0.21767151  0.48894003 -0.35051805 -0.06847879 -0.20956486
  0.096717    0.34078038  0.0551242  -0.06253886  0.296019   -0.4321506
  0.05681868  0.1566351   0.07118218 -0.19934091  0.43494442  0.11312295
  0.14278688 -0.05801864  0.22717808 -0.24561487 -0.19243072  0.00704762
 -0.16294444 -0.13639423 -0.15627214 -0.3361911   0.18091592  0.0370412
  0.01946086  0.07436496  0.0172945   0.14134479 -0.15784565 -0.03418832
  0.06994885 -0.29640406 -0.0378632  -0.10762886  0.31876427 -0.19947705
  0.05134066  0.12307265  0.2004479   0.20152445  0.05515874 -0.02181171
  0.18057711  0.02291484  0.19379582  0.26824945  0.19732864  0.14513317
 -0.22261418 -0.39249304 -0.14299937 -0.26075086 -0.43323326 -0.05884839
  0.26163584 -0.33075687  0.5819604  -0.19524017  0.21967182 -0.3731572
 -0.07704528  0.07242528 -0.06718588  0.20682886  0.13543013  0.0386249
 -0.27520597  0.20216294 -0.08001675 -0.06247282 -0.36400163  0.597622
 -0.21267796 -0.34355924 -0.12815955  0.09809215  0.22662973 -0.06804015
  0.00711695  0.23550375 -0.26243827  0.12459422]","[-0.4308805  -0.1597914  -0.4209378   0.3551889  -0.15517116  0.13853773
  0.15201727 -0.01554897 -0.22446392 -0.02597694 -0.14062913 -0.1658379
  0.18608403 -0.21825653  0.3683313  -0.22601798 -0.04194281 -0.22561152
  0.02248443  0.28075364  0.15143065 -0.13649829  0.20770796 -0.42862755
 -0.00957487  0.22034736  0.024988   -0.14934868  0.4258923   0.10022253
 -0.10231783 -0.19185062 -0.00516003 -0.24985953 -0.11954589 -0.1368649
 -0.13403168 -0.16093478 -0.11561344 -0.3315012   0.2184609   0.06279341
  0.03124123  0.00926309  0.11610153  0.08336525 -0.18648098 -0.07745085
 -0.10614079 -0.46942168  0.02420752  0.04121129  0.41184813 -0.27717704
  0.11289477  0.06963325  0.08279169  0.07086686 -0.10181712  0.15883042
  0.23482917 -0.11616939  0.11631607  0.15410574  0.07158817  0.3016889
 -0.12124376 -0.15293467 -0.06489172 -0.23338272 -0.4082064  -0.12183983
  0.3642166  -0.04598388  0.51889247 -0.10892268  0.14704871 -0.3265056
 -0.04965232  0.03345718 -0.08342836  0.11951716  0.12120128  0.02638579
 -0.3265284   0.1431525  -0.09746011  0.00400862 -0.36486602  0.5080286
 -0.26419437 -0.49016103 -0.16332257  0.15685941  0.30061015 -0.00426558
  0.00559348  0.00660748 -0.21740787 -0.0275338 ]"
28904783_62464129,28904783_62471434,,
28927336_62463741,28927336_62468927,"[-6.51444376e-01 -4.10587154e-02  3.53257358e-01  4.49771225e-01
  1.51799411e-01  4.39516634e-01  6.06336117e-01 -3.20828795e-01
  5.00166416e-01 -3.22174102e-01 -3.64748508e-01 -1.29416183e-01
  1.58894911e-01 -3.42102289e-01 -8.05350915e-02 -2.30561048e-01
  4.65879180e-02 -2.63000112e-02  4.70543057e-01  2.43970037e-01
 -1.52886972e-01  1.20499335e-01  3.05296957e-01  1.08506501e-01
  4.35643226e-01  1.68227881e-01  8.47598687e-02 -2.24834889e-01
 -4.62799706e-02 -7.28933588e-02  2.05152798e-02  1.50389120e-01
  2.71570355e-01 -7.65684843e-02  6.01509996e-02  9.87480506e-02
 -1.47889495e-01 -1.03029929e-01 -4.43131685e-01 -1.45639464e-01
 -2.05486007e-02 -1.18511133e-01 -3.28626297e-02 -1.24063371e-02
  1.29841352e-02 -1.87458485e-01  2.90445179e-01 -1.05630189e-01
  5.69135696e-02 -2.65307754e-01 -1.30170465e-01  4.43746261e-02
  6.31694794e-02  3.62926647e-02 -5.30634038e-02  4.24888968e-01
  3.50485444e-01  6.70662075e-02  2.07187861e-01 -2.32765555e-01
  8.92930701e-02 -3.30137670e-01 -3.63801658e-01  2.17960089e-01
  6.02924943e-01  4.98658344e-02 -8.61002505e-02 -3.12454015e-01
 -2.40758434e-01 -2.26237252e-01  1.73837528e-01  2.98764795e-01
  3.64953786e-01 -3.66099807e-03  2.11130555e-05  1.06045507e-01
  1.23241648e-01  6.58371449e-02 -9.50154066e-02 -1.56214610e-01
 -8.01563263e-03 -3.19691077e-02  9.84496698e-02  2.79837936e-01
 -1.63978010e-01 -2.51168787e-01  1.33098602e-01 -4.55110110e-02
  1.75163761e-01  2.94476241e-01 -2.05063343e-01 -1.98652849e-01
 -1.27881125e-01 -1.58642158e-01  2.02159822e-01  8.84872337e-04
 -2.93025911e-01 -8.24797377e-02 -3.62274975e-01  8.35075080e-02]","[-0.7545281  -0.29364657  0.3325982   0.1264099  -0.3050436   0.20682359
  0.4123114   0.20418754  0.4732893  -0.2737303  -0.26716566  0.19178836
  0.22842403 -0.2550628   0.12274069 -0.15047282  0.24255954 -0.05999591
  0.48473653  0.11940182  0.15939853 -0.17281763  0.24190459  0.00160804
  0.48703143  0.2532217  -0.29600945 -0.23207355 -0.11205592 -0.17133366
 -0.17121819  0.04333863 -0.1680906   0.29245248 -0.06959885  0.08186136
 -0.00872622 -0.0079135  -0.19409913 -0.13430046  0.00552887 -0.12329468
  0.01178337  0.08557834  0.11961353 -0.27841496  0.10239387 -0.10137519
 -0.21775399 -0.20796347 -0.24696542  0.22558948  0.14709215 -0.429998
 -0.07561632  0.18341699  0.44331357 -0.14920478  0.2571845  -0.19656485
  0.00571108 -0.2472492  -0.5271334  -0.00624309  0.44372874  0.23767526
 -0.15322939  0.22231115  0.06874548 -0.13001159  0.00996649  0.22542231
  0.40350023  0.4357647  -0.1484582   0.21199523  0.03381078  0.08281168
 -0.46766675 -0.11258508  0.11857277  0.00334394  0.04939157  0.21308528
 -0.09097144 -0.34531733  0.2377542  -0.06797222 -0.03276965  0.3346489
 -0.23168251 -0.14607222 -0.6164526  -0.25461203  0.3128393  -0.11678568
 -0.30705988 -0.35747504 -0.27892137  0.09883507]"
28927125_62465639,28927125_62468812,"[-1.61954954e-01  2.18944594e-01  2.91393213e-02  2.50668637e-02
  1.16733089e-01 -1.59228489e-01  1.77392382e-02 -4.21289861e-01
  3.90286982e-01 -5.58928311e-01  1.33685648e-01 -2.36435652e-01
  2.19141552e-03  6.63743466e-02 -6.06508076e-01 -2.11513594e-01
  5.79630852e-01  2.02213973e-01  4.42687094e-01  1.02564082e-01
 -3.75913769e-01 -1.17638059e-01  1.00595452e-01  8.80669504e-02
 -4.87244159e-01  9.12154745e-03  8.79237533e-01  1.70974508e-01
 -1.24335915e-01  2.00535506e-01  2.95985360e-02 -4.91164699e-02
  2.34799862e-01  5.53923965e-01  4.47608344e-02  7.95383975e-02
 -7.57228807e-02 -4.45237190e-01 -1.73379481e-01 -3.48802060e-01
 -1.80386066e-01 -9.55897719e-02  3.23865637e-02  2.81338915e-02
 -1.68020383e-01 -1.91482589e-01  3.15807670e-01 -1.05161875e-01
  3.47138867e-02 -3.84419590e-01  1.06903471e-01 -1.80098683e-01
 -3.75782736e-02 -2.57266499e-02  2.79272377e-01  1.37741804e-01
  3.13039690e-01  7.95237124e-02  3.49201029e-04  6.86903968e-02
  2.33029053e-01 -3.57351042e-02  1.57667220e-01  1.09077036e-01
  3.98334682e-01 -2.51950055e-01 -8.19230899e-02 -4.52189535e-01
 -3.43169093e-01  1.75988786e-02  1.73768431e-01  2.39491925e-01
  1.83426768e-01 -9.23006475e-01 -2.29210496e-01  2.68962413e-01
  7.97691196e-02  1.29342407e-01  2.83168614e-01 -3.00492883e-01
  4.56278771e-02 -1.89860519e-02  1.53911427e-01  4.89567637e-01
 -6.42477497e-02  5.61068580e-02 -3.70189011e-01 -1.46337166e-01
  8.65750238e-02  5.11033870e-02  5.05531579e-02 -1.37813374e-01
  4.57448423e-01  1.67132601e-01  6.24003708e-02 -1.83119848e-01
  2.27799192e-02  1.15395248e-01 -2.81238765e-01 -1.89053193e-01]","[-0.43723586 -0.09315341  0.04221038 -0.15246345 -0.3264412  -0.1916355
  0.12224152  0.12694597  0.3353547  -0.66744775  0.32748458  0.04313406
  0.01686819  0.3701061  -0.46594876 -0.11240416  0.7080403   0.26133943
  0.55369294  0.15583454 -0.26388776 -0.2342328   0.00227398 -0.05855285
 -0.53878886  0.14603455  0.53387153  0.3140411  -0.13462572  0.27859005
 -0.05445725  0.1364792  -0.08089805  0.4521368   0.0703791   0.05032662
 -0.13430226 -0.3468561   0.1919998  -0.3555272  -0.29415765 -0.16418946
 -0.0199396   0.21948929  0.11805218 -0.30716494  0.3982515   0.00465255
 -0.06086166 -0.22837052 -0.06058192  0.135335    0.13173954 -0.52888876
  0.03486769  0.0864166   0.23165321  0.0985984   0.08564152 -0.43863475
  0.16340657 -0.09508388  0.00423392 -0.06844009  0.1880158  -0.36258492
 -0.10187248 -0.33409044 -0.157956    0.16392478  0.25639874  0.41657895
  0.17617694 -0.5854426  -0.28351548  0.2568379   0.0079334   0.20457508
 -0.1064242  -0.11389459  0.33730716 -0.15003403  0.19391282  0.482667
 -0.16593127 -0.03045779 -0.27252004 -0.1271605  -0.02999307  0.04120072
  0.18440086 -0.14242461  0.5001719  -0.04336715 -0.17055264 -0.31251645
  0.10536976 -0.22831208 -0.24097078 -0.21320443]"
28918547_62465954,28918547_62470580,"[-0.2938458  -0.08629951 -0.19693972  0.29756165  0.3873142   0.4850383
  0.5144771   0.0244872   0.07011134 -0.31328282 -0.20009805  0.12692063
 -0.0917867  -0.15180609 -0.014263   -0.532421    0.46751323 -0.2267295
  0.24496952  0.5968423  -0.02438695 -0.06818534 -0.03798108 -0.09070907
  0.14812346  0.30700913 -0.18142216 -0.22916576  0.10930192  0.0239292
 -0.02596358  0.08887997  0.45827985  0.20415094  0.04179414  0.01672679
 -0.08864222  0.08166253 -0.25656682  0.32078528 -0.07330531 -0.257365
 -0.15947402 -0.13071378 -0.49019694  0.40465528  0.15706839  0.10041577
 -0.04050925 -0.31076455 -0.3498468  -0.64713293  0.23873118  0.0594115
  0.03845972  0.0799883   0.30938074  0.10182413 -0.20197348 -0.2965965
 -0.21280113 -0.1171473   0.16361268  0.58764243  0.6760408  -0.07453547
  0.24014448 -0.36692894 -0.2975094  -0.14172193  0.0201156  -0.42471537
  0.53665495  0.17755122  0.5149838   0.24435535  0.01585048 -0.3232005
  0.2684443  -0.18490832  0.25077915 -0.03926884 -0.19562416  0.51455593
 -0.2591642   0.06313965  0.25008467  0.00847419 -0.02832477  0.7134549
 -0.44091251 -0.14283049 -0.34879383  0.3828123   0.47152138 -0.24320294
 -0.00233014  0.38354337 -0.294633    0.25549188]","[-0.26870117 -0.32003903 -0.23127489  0.15738952  0.25414053  0.43130594
  0.5975427   0.27561477 -0.02865831 -0.17970939 -0.13610162  0.30066642
 -0.11207417 -0.06482942 -0.00767954 -0.4627376   0.6085467  -0.14543132
  0.24995953  0.4602794   0.2090537  -0.17038721 -0.03161294 -0.14818384
  0.2712526   0.3882738  -0.45097667 -0.15858595  0.16357054 -0.06713056
 -0.18160224 -0.03911113  0.20303352  0.30821735  0.06904956 -0.01134097
 -0.04321044  0.00999838 -0.10569707  0.27154383 -0.09381436 -0.19430915
 -0.19004029 -0.00543383 -0.3829739   0.34327906  0.16038105  0.02527373
 -0.1960891  -0.3100749  -0.3561919  -0.4862308   0.3289304  -0.19257048
  0.06898681 -0.04398353  0.2621069  -0.04039798 -0.29934257 -0.2678984
 -0.08446737 -0.20174871  0.09608438  0.4521739   0.5016576   0.02755086
  0.27242133 -0.19845736 -0.17982742 -0.15791075  0.02467915 -0.41391265
  0.680743    0.53004545  0.506515    0.20542797 -0.03814018 -0.32075375
  0.15826784 -0.14621127  0.29290053 -0.08257219 -0.05739556  0.4746129
 -0.4068686   0.01534172  0.22157535  0.03186835 -0.12684146  0.71212167
 -0.44457284 -0.20924585 -0.55783755  0.37072834  0.6045305  -0.16200507
 -0.2567244   0.08570078 -0.31102976  0.21285552]"
28932554_62463841,28932554_62467310,"[-0.00909234  0.28819498 -0.027043    0.08257224 -0.00318904  0.1089341
  0.48948294 -0.2531719   0.1762768  -0.36645234  0.14903751 -0.16209197
 -0.10607798  0.13928816  0.0626213  -0.2912877   0.35776308  0.30638957
  0.49644354  0.12807254  0.27191627  0.23936297  0.720819    0.06197918
 -0.03239048  0.0580746   0.43665665 -0.09534264  0.27430928 -0.13024823
 -0.04802295  0.24521574  0.20151147  0.40337136 -0.11233478 -0.31475985
 -0.16428809 -0.52089536 -0.3581885  -0.05404943 -0.03534664 -0.05042873
 -0.20323208 -0.09041177 -0.23382223 -0.24994324  0.06901733  0.09611569
  0.22735639 -0.36529526 -0.12367004 -0.08090678  0.01974727  0.004293
  0.30366778 -0.11511192  0.04462554  0.09232523  0.09011971 -0.08026638
  0.27955303 -0.17737658  0.04064536  0.15050884  0.36793122 -0.3794161
 -0.02975453 -0.12473574 -0.45365903 -0.22610928 -0.13163394  0.23504886
  0.10977    -0.436317    0.25148308  0.276867    0.01362152 -0.31581768
  0.26774418 -0.11197454  0.00732629 -0.39362657 -0.11232755  0.07104261
 -0.02809597 -0.13079822  0.07855478 -0.10576582  0.04881183 -0.13122429
  0.33986184 -0.1645433   0.14903474 -0.09157662 -0.10260031 -0.14304416
  0.02716923  0.46383324 -0.5144957   0.18771374]","[-0.0361064   0.03729156 -0.09846951  0.04077951 -0.34453863  0.02915312
  0.54138654 -0.1023586   0.07219638 -0.23655039 -0.0074689  -0.14159083
 -0.19484416  0.44397667  0.22881664 -0.14485219  0.48341712  0.23820998
  0.34572312  0.1620481   0.4265795   0.21215901  0.51702404 -0.03282363
 -0.0210938   0.20881642  0.08488546 -0.13207176  0.37393194  0.03260909
 -0.09653503  0.21784143  0.18400125  0.5166234  -0.2484276  -0.15216048
 -0.16661395 -0.50572526 -0.1689949  -0.21295458 -0.06362071 -0.10984299
 -0.21980777  0.09642562 -0.15526691 -0.23373948 -0.03782248  0.05466708
  0.20053694 -0.15458761 -0.313891   -0.01996808  0.18596135 -0.11237139
  0.41770524 -0.15657115  0.03747212 -0.02449144  0.06717954 -0.3697042
  0.30081648 -0.15578711 -0.0243716   0.10327905  0.33360982 -0.35185096
 -0.16927077 -0.07136197 -0.13755247 -0.09127323 -0.12408973  0.39909646
  0.27096778 -0.40101835  0.12752737 -0.02728483  0.03204332 -0.22863951
  0.11600076  0.03514806  0.01100663 -0.41175732  0.17241493  0.09164613
  0.04882437 -0.16018078  0.07943382 -0.10373291  0.01468983 -0.09952948
  0.5134123  -0.1586674   0.10258627 -0.14911798 -0.08963189 -0.2270604
  0.06612121  0.2646201  -0.5169601   0.00225997]"
28904478_62466370,28904478_62471161,,
28893255_62465907,28893255_62472930,"[-0.1287126   0.66874284  0.3661341   0.08925641 -0.03548299  0.55984116
  0.33981863 -0.07244467  0.26406345 -0.36742696  0.00282205 -0.07385947
 -0.26812372 -0.2318245   0.03232884 -0.2669749   0.22116509  0.5284179
  0.30887723  0.29444227 -0.40856147 -0.11792693  0.27986434  0.11274332
 -0.2597563   0.07597058  0.03666841  0.10301477  0.22367851  0.20476288
  0.01112493 -0.1376744   0.12140688 -0.22390427  0.13724358  0.0023702
 -0.23257618 -0.17268203 -0.10671702 -0.0193393  -0.435145   -0.3175523
 -0.358332   -0.26593202 -0.4250813  -0.33806252  0.3277975  -0.2866171
 -0.27265334 -0.3603244  -0.134515   -0.39703158 -0.2808463   0.35024184
  0.26061833  0.10368986 -0.1846786   0.07268586  0.17714989 -0.03932545
  0.51910037 -0.3702109   0.13380481  0.06255946  0.42918226 -0.54304636
  0.23497845 -0.3371306  -0.4529656  -0.01820498 -0.02231036  0.32610038
  0.18719622 -0.36085624  0.1768852   0.26793718 -0.0836874  -0.22632614
  0.22201675 -0.26071984  0.16412851 -0.1440702  -0.02652465  0.2016347
 -0.20563659 -0.39608505  0.20741016 -0.19422816  0.32202202  0.01314061
  0.2118121  -0.36690965  0.3114545  -0.00925423  0.28628486 -0.11378565
  0.14726892 -0.15487015 -0.35474312 -0.04357677]","[-0.07252426  0.5300523   0.339       0.09486237 -0.20407423  0.3888009
  0.2722445   0.01888204  0.19174258 -0.3258663   0.03624184 -0.07469131
 -0.15634423 -0.21143292  0.0743309  -0.20504615  0.20489767  0.426409
  0.13306366  0.30587384 -0.24202873 -0.21205562  0.09906805  0.09935363
 -0.32898712  0.0885499  -0.17802809  0.01767945  0.24016805  0.23697215
 -0.0802323  -0.2603081   0.05588537 -0.06375514  0.04503104  0.0059666
 -0.13153362 -0.11958907 -0.06082149 -0.01906575 -0.4107061  -0.26853937
 -0.20483938 -0.25548443 -0.28042766 -0.31798258  0.19156055 -0.2529407
 -0.14964704 -0.27720785 -0.24251895 -0.37075555 -0.07715351  0.30665353
  0.32561865  0.04205998 -0.13003816  0.02460477  0.26411158 -0.05710267
  0.35990185 -0.3033655   0.12217528  0.10045513  0.35860538 -0.33596915
  0.2648479  -0.2703498  -0.2522736  -0.01616212 -0.07915847  0.2069903
  0.15023674 -0.3089952   0.13014486  0.11592417 -0.03060722 -0.22977142
  0.20332357 -0.1891044   0.16987462 -0.07788553  0.01342219  0.09073209
 -0.09471434 -0.48299086  0.17837429 -0.1313796   0.22485511  0.05429814
  0.24082322 -0.23823363  0.19948113  0.0382878   0.333388   -0.22919336
  0.2196457  -0.17109008 -0.17605565 -0.18350628]"
28935712_62464989,28935712_62470934,,
28917537_62470200,28917537_62475204,,
28935681_62466119,28935681_62470896,"[-0.02082238  0.10926219 -0.22955862  0.10080846 -0.08658523 -0.12249646
  0.517361    0.21362107  0.11596887  0.13631722 -0.20088154  0.11502508
  0.38259757  0.38305107  0.0189304  -0.07758752 -0.07822528 -0.17767385
  0.40290812  0.11343388  0.16180539  0.01965984  0.12838379 -0.42742988
  0.02699261  0.03761677  0.2770109  -0.13079864  0.68398505  0.0374463
  0.32283738  0.00578682  0.05570023 -0.19206873 -0.23428354  0.31548762
 -0.19979115 -0.2997785  -0.1306744  -0.4302762  -0.25081727  0.4016246
  0.25855356  0.6099154  -0.17731938  0.14795491  0.07234635  0.23338638
  0.02957323  0.24776119 -0.24771503 -0.50210166  0.10535738 -0.36210203
 -0.6061539  -0.34356508 -0.00487406  0.28855914 -0.10883435  0.07702018
  0.05794853  0.14754918  0.10521308 -0.25503898  0.02197954 -0.15649427
 -0.08232857 -0.32868186 -0.02103652 -0.44972622  0.23160021  0.20889318
  0.08628111 -0.3287968   0.39089718  0.06587993  0.55773604 -0.5658752
  0.3425845  -0.13882214 -0.2379796   0.05747469  0.2764802  -0.04635859
  0.02036686  0.42228976 -0.17453362  0.02849196  0.22793853 -0.0118526
 -0.06296676 -0.20754194 -0.16318636  0.19274254 -0.48420432  0.35542387
 -0.27120066 -0.31602976 -0.2946621   0.19449729]","[ 8.16966593e-03 -5.44128940e-02 -3.84160697e-01 -1.16744086e-01
 -3.08799744e-01  6.85890093e-02  2.90535778e-01  4.19220448e-01
  1.56790808e-01  9.81497541e-02  1.62885934e-02 -2.07865192e-03
  2.20118925e-01  2.95045048e-01  4.42561246e-02 -1.01569094e-01
 -7.05990568e-02 -2.07092196e-01  2.17403233e-01  1.95813358e-01
  6.99691996e-02  4.01023477e-02 -5.91495121e-03 -3.66844565e-01
 -1.09607033e-01  1.12151410e-02  3.11584566e-02 -2.05962732e-01
  5.90262890e-01  2.46274576e-01 -1.23880327e-01 -6.83004558e-02
 -1.10193565e-01 -8.65945369e-02 -2.22476095e-01  1.75912544e-01
 -1.73163861e-01 -1.83111951e-01 -9.59296897e-02 -4.77152050e-01
 -1.02059394e-01  4.80974853e-01  3.72886002e-01  4.61518496e-01
 -1.47912726e-02  2.77630210e-01 -1.51787058e-01  3.27710420e-01
 -7.99793079e-02 -4.22643982e-02 -2.78524131e-01 -4.94895935e-01
  1.91248581e-01 -4.19736087e-01 -4.88092333e-01 -3.01945418e-01
  2.93134861e-02  3.37581784e-01 -1.67066067e-01  2.51091033e-01
  5.77537082e-02 -2.94644907e-02  4.34856750e-02 -2.86551595e-01
 -1.88370701e-02  8.53254050e-02 -1.03254139e-03 -2.74346948e-01
  4.77989726e-02 -3.41916203e-01  1.86863169e-01  1.12912931e-01
  2.78821498e-01 -1.38802841e-01  2.40430146e-01  1.00397386e-01
  6.16775334e-01 -4.45841670e-01  2.43787274e-01 -1.87310562e-01
 -8.87597278e-02 -8.60344470e-02  2.34030232e-01 -1.50267586e-01
 -1.05226144e-01  2.71788836e-01 -6.67808950e-02  5.35860769e-02
  6.82879835e-02 -6.46184490e-04 -7.71631449e-02 -2.51322538e-01
 -2.67534763e-01  2.79932141e-01 -2.44731054e-01  2.56131798e-01
 -1.11137144e-02 -3.69442374e-01  4.12129884e-04 -4.60054465e-02]"
28931232_62463896,28931232_62466826,,
28935141_62464946,28935141_62474012,,
28931074_62469111,28931074_62477027,,
28925608_62464572,28925608_62470137,"[-0.3901242   0.33465376  0.24705005  0.25276038  0.37896562 -0.20919801
  0.2946783  -0.15291843  0.09655364 -0.22917572  0.12821276 -0.1604169
  0.21739078 -0.29091775 -0.23941596 -0.07273977 -0.09839944 -0.00953995
  0.03719334  0.16852392 -0.18441714  0.00810485  0.26048198  0.08984774
 -0.08033803 -0.2856784   0.41167635 -0.02623288 -0.07936857  0.3366296
  0.09653518 -0.39863065  0.19619225  0.14141846 -0.10659917  0.06914166
 -0.04393589 -0.11712873 -0.17885014 -0.2660415  -0.29231343 -0.12024994
  0.14649644  0.027257   -0.02583742 -0.1179691   0.50172174 -0.00457912
  0.0752841  -0.00916551  0.08832477 -0.23156375  0.1442076   0.06920579
  0.00334218  0.06509316  0.2787604   0.21143533  0.10290495  0.14780816
  0.15268764 -0.014717    0.02263702  0.20079978  0.38868752 -0.11870962
 -0.06864478 -0.5333755  -0.22209172 -0.02737003  0.12608735  0.08858638
  0.10567333 -0.35950094  0.13072257  0.2766136   0.32074186 -0.2676997
  0.35241127 -0.05344873 -0.06459309  0.22358313 -0.19703303  0.37244096
 -0.0241595   0.01366659 -0.18612647 -0.11514803  0.11365538  0.19115654
 -0.21541591 -0.3124485   0.17941019  0.04653542 -0.00774252  0.17275386
 -0.14507417  0.11454553 -0.43066832  0.0184891 ]","[-0.17187078 -0.06218109  0.05736237 -0.03201819 -0.26453766 -0.0856399
  0.21424934  0.40798372  0.11128422  0.10235468  0.14130874  0.10763333
  0.06240265  0.08396007  0.05264487 -0.08830636  0.19752245  0.07002618
 -0.0116392   0.20096087  0.22576573  0.11054395 -0.00342094 -0.09378637
  0.01039599  0.06891206 -0.12368767 -0.31438088  0.16951597  0.09601393
 -0.2874108  -0.43226323 -0.15932965  0.4004442  -0.19279549  0.01122548
 -0.04997883 -0.02217622 -0.08826846 -0.20476915 -0.23245032  0.0832824
  0.2142555  -0.05587569 -0.00677209 -0.14758258  0.26165664 -0.00419716
 -0.11251099  0.10686895 -0.23210083 -0.28137612  0.24122053 -0.20914984
  0.04682674 -0.14645842  0.13548161  0.04997769  0.04657951 -0.0618668
  0.13495344 -0.05692016 -0.19655865 -0.03556761  0.34875274  0.1555897
  0.15013051 -0.236183   -0.01026811 -0.12023347 -0.1218633  -0.07964215
  0.366425   -0.06433553 -0.1554452   0.03571165  0.36853865  0.02003736
  0.15143985  0.03282317  0.20042078  0.09251533  0.10038128  0.10203217
  0.09908525 -0.40366748  0.09278737 -0.09986302 -0.01931578 -0.00303326
 -0.13214424 -0.41976547 -0.17044847 -0.0136632   0.15012728  0.09430615
 -0.10259527 -0.18510947 -0.2010879  -0.26971528]"
